Book,Chapter,Verse,Citations
Helaman,4,13,1
Helaman,4,12,1
Helaman,3,37,1
Helaman,3,32,1
Helaman,3,31,1
Helaman,3,27,1
Helaman,3,23,1
Helaman,3,22,1
Helaman,3,20,1
Helaman,3,19,1
Alma,31,8,1
1 Corinthians,11,1,1
Alma,30,41,1
Helaman,5,19,1
Alma,33,17,1
Alma,33,15,1
Alma,33,14,1
Alma,33,13,1
Alma,33,12,1
Helaman,3,18,1
Helaman,3,17,1
Helaman,3,16,1
Helaman,5,16,1
Helaman,5,15,1
Helaman,5,14,1
Helaman,5,13,1
Helaman,5,5,1
Helaman,5,4,1
Helaman,3,10,1
Helaman,3,9,1
Helaman,3,8,1
Helaman,3,7,1
Helaman,3,6,1
Helaman,3,5,1
Helaman,3,4,1
Helaman,3,3,1
Helaman,3,2,1
Helaman,3,1,1
Alma,31,2,1
Alma,31,1,1
Alma,30,58,1
Alma,30,56,1
Alma,30,50,1
Alma,30,43,1
Hebrews,12,28,1
Hebrews,11,39,1
Hebrews,11,38,1
Hebrews,11,37,1
Hebrews,11,36,1
Hebrews,11,34,1
Hebrews,11,33,1
Hebrews,11,32,1
Hebrews,11,31,1
Alma,31,4,1
Alma,31,3,1
Helaman,3,15,1
Helaman,3,14,1
Helaman,3,13,1
Helaman,3,12,1
Helaman,3,11,1
Helaman,8,25,1
Helaman,8,14,1
Helaman,8,13,1
Helaman,7,26,1
Helaman,7,21,1
Helaman,7,5,1
Helaman,6,36,1
Helaman,6,34,1
Helaman,6,32,1
Helaman,6,31,1
Helaman,6,4,1
Helaman,6,2,1
Helaman,6,1,1
Hebrews,13,12,1
Hebrews,13,8,1
Hebrews,13,5,1
Helaman,13,2,1
Helaman,12,23,1
Helaman,12,22,1
Helaman,12,9,1
Helaman,12,6,1
Helaman,11,37,1
Helaman,11,21,1
Helaman,10,15,1
Helaman,10,7,1
Alma,30,25,1
Alma,30,22,1
Alma,30,20,1
Alma,30,19,1
Alma,30,12,1
Helaman,10,3,1
Helaman,10,2,1
Helaman,14,1,1
Helaman,13,27,1
Helaman,13,24,1
Hebrews,11,30,1
Hebrews,11,28,1
Hebrews,11,27,1
Hebrews,11,23,1
Hebrews,11,22,1
Hebrews,11,21,1
Hebrews,11,20,1
Hebrews,11,19,1
Hebrews,11,18,1
Hebrews,11,17,1
Hebrews,11,15,1
Helaman,13,12,1
Helaman,13,8,1
Helaman,14,24,1
Helaman,14,23,1
Helaman,14,22,1
Helaman,14,21,1
Helaman,14,20,1
Helaman,14,14,1
Helaman,14,11,1
Helaman,14,10,1
Helaman,14,9,1
Helaman,14,8,1
Helaman,14,7,1
Helaman,14,6,1
Helaman,14,5,1
Helaman,14,4,1
Helaman,14,3,1
Helaman,14,2,1
Alma,29,3,1
Alma,29,2,1
Alma,29,1,1
Alma,28,14,1
Alma,28,8,1
Alma,28,2,1
Alma,27,30,1
Isaiah,1,6,1
Hosea,6,6,1
Hosea,2,18,1
Helaman,16,15,1
Helaman,16,10,1
Helaman,14,28,1
Helaman,14,27,1
Helaman,14,26,1
Helaman,14,25,1
Alma,26,17,1
Isaiah,9,7,1
Isaiah,9,2,1
Isaiah,7,14,1
Isaiah,5,29,1
Isaiah,5,28,1
Isaiah,5,27,1
Isaiah,5,26,1
Isaiah,4,6,1
Isaiah,4,5,1
Isaiah,2,1,1
Alma,29,16,1
Alma,29,14,1
Alma,29,8,1
Alma,29,6,1
Alma,29,4,1
Alma,27,17,1
Alma,27,16,1
Hebrews,11,14,1
Hebrews,11,12,1
Hebrews,11,11,1
Hebrews,11,10,1
Hebrews,11,9,1
Hebrews,11,8,1
Hebrews,11,7,1
Hebrews,11,4,1
Hebrews,11,2,1
Hebrews,10,35,1
Hebrews,10,32,1
Alma,27,4,1
Alma,26,30,1
Alma,26,20,1
Isaiah,29,8,1
Isaiah,29,7,1
Isaiah,29,6,1
Isaiah,29,5,1
Isaiah,29,3,1
Isaiah,29,2,1
Isaiah,29,1,1
Isaiah,28,13,1
Isaiah,24,5,1
Isaiah,14,15,1
Isaiah,14,14,1
Isaiah,11,11,1
Isaiah,11,6,1
Isaiah,11,3,1
Isaiah,11,2,1
Alma,27,28,1
Alma,24,14,1
Alma,24,11,1
Isaiah,38,1,1
Isaiah,35,10,1
Isaiah,35,3,1
Isaiah,30,26,1
Isaiah,30,16,1
Isaiah,30,15,1
Isaiah,30,10,1
Isaiah,29,24,1
Isaiah,29,23,1
Isaiah,29,22,1
Isaiah,29,21,1
Isaiah,29,20,1
Isaiah,29,10,1
Isaiah,29,9,1
Hebrews,8,12,1
Alma,36,0,1
Isaiah,40,26,1
Isaiah,40,21,1
Isaiah,40,18,1
Isaiah,40,5,1
Isaiah,38,5,1
Isaiah,38,4,1
Isaiah,38,3,1
Isaiah,38,2,1
Alma,26,7,1
Alma,26,6,1
Alma,26,5,1
Alma,26,1,1
Alma,25,15,1
Alma,25,14,1
Isaiah,43,10,1
Isaiah,43,5,1
Hebrews,10,25,1
Hebrews,10,23,1
Hebrews,10,15,1
Hebrews,10,14,1
Hebrews,10,13,1
Hebrews,10,12,1
Hebrews,10,11,1
Hebrews,10,10,1
Hebrews,9,12,1
Hebrews,9,10,1
Hebrews,9,9,1
Hebrews,9,8,1
Hebrews,9,7,1
Hebrews,9,6,1
Isaiah,49,9,1
Isaiah,49,8,1
Isaiah,49,7,1
Isaiah,49,6,1
Isaiah,49,5,1
Isaiah,49,4,1
Isaiah,49,3,1
Isaiah,49,2,1
Isaiah,49,1,1
Isaiah,46,4,1
Isaiah,45,23,1
Isaiah,43,26,1
Isaiah,43,25,1
Isaiah,43,20,1
Isaiah,43,19,1
Isaiah,43,18,1
Isaiah,53,1,1
Isaiah,51,22,1
Isaiah,51,17,1
Isaiah,51,7,1
Isaiah,51,3,1
Isaiah,49,24,1
Isaiah,49,23,1
Isaiah,49,22,1
Isaiah,49,21,1
Isaiah,49,20,1
Isaiah,49,19,1
Isaiah,49,18,1
Isaiah,49,17,1
Isaiah,49,12,1
Isaiah,49,11,1
Isaiah,49,10,1
Alma,24,8,1
Alma,23,13,1
Alma,23,8,1
Alma,35,15,1
Hebrews,8,8,1
Hebrews,7,22,1
Hebrews,7,21,1
Hebrews,7,19,1
Hebrews,7,11,1
Hebrews,6,18,1
Hebrews,6,17,1
Hebrews,5,7,1
Alma,37,5,1
Alma,37,4,1
Alma,37,2,1
Alma,37,45,1
Isaiah,56,11,1
Isaiah,55,7,1
Isaiah,55,2,1
Isaiah,55,1,1
Isaiah,54,17,1
Isaiah,54,11,1
Isaiah,54,9,1
Isaiah,54,8,1
Isaiah,54,6,1
Isaiah,54,5,1
Isaiah,54,4,1
Isaiah,54,3,1
Isaiah,54,2,1
Isaiah,54,1,1
Isaiah,54,0,1
Alma,24,9,1
Isaiah,58,5,1
Isaiah,58,4,1
Alma,37,40,1
Alma,37,34,1
Alma,37,33,1
Alma,37,32,1
Alma,37,16,1
Alma,37,12,1
Alma,37,9,1
Alma,37,8,1
Hebrews,3,6,1
Hebrews,1,2,1
Hebrews,1,1,1
Haggai,1,6,1
Isaiah,57,21,1
Isaiah,57,20,1
Jacob,2,21,1
Jacob,2,17,1
Jacob,2,9,1
Jacob,2,3,1
Jacob,2,2,1
Jacob,1,17,1
Jacob,1,4,1
Jacob,1,3,1
Isaiah,65,19,1
Isaiah,64,4,1
Isaiah,60,20,1
Isaiah,59,2,1
Isaiah,59,1,1
Isaiah,58,14,1
Isaiah,58,8,1
Isaiah,58,7,1
Genesis,50,21,1
Genesis,50,20,1
Genesis,46,7,1
Genesis,46,2,1
Genesis,45,11,1
Genesis,45,10,1
Genesis,45,9,1
Genesis,45,3,1
Genesis,45,2,1
Genesis,45,1,1
Genesis,44,34,1
Genesis,44,33,1
Genesis,41,54,1
Genesis,41,49,1
Jacob,4,4,1
Jacob,2,35,1
Alma,18,34,1
Alma,18,33,1
Alma,18,31,1
Alma,18,30,1
Alma,18,29,1
Alma,18,28,1
Alma,20,27,1
Alma,20,26,1
Alma,20,23,1
Alma,19,16,1
Jacob,5,0,1
Jacob,4,16,1
Jacob,4,15,1
Jacob,4,9,1
Jacob,4,8,1
Haggai,1,4,1
Alma,18,19,1
Alma,18,18,1
Alma,18,17,1
Alma,18,16,1
Alma,18,15,1
Alma,18,14,1
Alma,18,13,1
Alma,18,12,1
Alma,18,43,1
Alma,18,42,1
Alma,18,41,1
Alma,18,40,1
Alma,18,39,1
Alma,18,38,1
Alma,18,37,1
Alma,18,36,1
Alma,18,6,1
Alma,18,5,1
Alma,18,4,1
Alma,18,3,1
Alma,18,2,1
Alma,18,1,1
Alma,17,39,1
Alma,17,38,1
Alma,17,37,1
Alma,17,36,1
Alma,17,35,1
Alma,18,27,1
Alma,18,26,1
Alma,18,25,1
Alma,18,24,1
Alma,18,23,1
Alma,13,30,1
Alma,13,26,1
Alma,17,34,1
Alma,17,33,1
Alma,17,32,1
Alma,17,31,1
Alma,17,23,1
Alma,17,14,1
Alma,17,10,1
Alma,15,18,1
Alma,15,16,1
Alma,15,15,1
Alma,15,6,1
Alma,18,11,1
Alma,18,8,1
Alma,18,7,1
Genesis,37,34,1
Genesis,37,33,1
Alma,13,15,1
Alma,13,14,1
Alma,13,10,1
Jacob,6,6,1
Alma,14,28,1
Alma,14,27,1
Alma,14,25,1
Alma,14,24,1
Alma,14,23,1
Alma,14,22,1
Alma,14,11,1
Alma,14,10,1
Alma,14,1,1
Alma,13,31,1
Alma,13,18,1
Alma,13,17,1
Genesis,41,48,1
Genesis,41,47,1
Genesis,41,46,1
Genesis,41,30,1
Genesis,41,29,1
Genesis,41,28,1
Genesis,41,27,1
Genesis,41,26,1
Genesis,41,25,1
Genesis,39,9,1
Genesis,39,2,1
Genesis,39,1,1
Genesis,37,36,1
Genesis,37,35,1
James,1,16,1
James,1,15,1
James,1,14,1
James,1,13,1
James,1,12,1
James,1,11,1
James,1,10,1
James,1,9,1
James,1,1,1
Jacob,7,24,1
Jacob,7,7,1
Jacob,6,11,1
Jacob,6,7,1
Alma,13,25,1
Alma,13,20,1
Alma,13,19,1
James,4,4,1
James,4,3,1
James,3,16,1
James,3,10,1
James,3,9,1
James,3,8,1
James,2,26,1
James,2,24,1
James,2,17,1
James,2,13,1
James,2,5,1
James,1,26,1
James,1,21,1
James,1,20,1
James,1,19,1
James,1,18,1
James,4,11,1
Genesis,37,32,1
Genesis,37,31,1
Genesis,37,30,1
Genesis,37,29,1
Genesis,37,25,1
Genesis,37,24,1
Genesis,37,23,1
Genesis,37,22,1
Genesis,37,21,1
Genesis,37,19,1
Genesis,37,18,1
Genesis,37,17,1
Genesis,37,16,1
Alma,13,5,1
James,4,7,1
Jeremiah,23,7,1
Jeremiah,23,5,1
Jeremiah,23,4,1
Jeremiah,23,1,1
Jeremiah,17,10,1
Jeremiah,16,16,1
Jeremiah,3,14,1
Jeremiah,2,13,1
Jeremiah,1,7,1
Jeremiah,1,6,1
Jeremiah,1,4,1
James,5,20,1
James,5,19,1
James,5,16,1
James,5,11,1
James,5,10,1
Alma,38,8,1
Alma,38,5,1
Alma,38,3,1
Alma,38,2,1
Genesis,37,15,1
Genesis,37,14,1
Genesis,37,13,1
Genesis,37,12,1
Jeremiah,31,17,1
Jeremiah,31,16,1
Jeremiah,31,10,1
Jeremiah,30,22,1
Jeremiah,27,5,1
Jeremiah,24,7,1
Jeremiah,23,24,1
Jeremiah,23,8,1
Job,17,9,1
Job,13,15,1
Job,5,17,1
Job,5,14,1
Job,1,21,1
Job,1,1,1
Jeremiah,51,8,1
Jeremiah,50,44,1
Jeremiah,50,5,1
Jeremiah,50,4,1
Jeremiah,33,3,1
Jeremiah,32,17,1
Jeremiah,31,32,1
Jeremiah,31,31,1
Alma,38,13,1
Alma,38,11,1
Job,42,11,1
Job,42,10,1
Job,42,9,1
Job,42,8,1
Job,42,7,1
Job,42,1,1
Job,40,8,1
Job,38,3,1
Job,34,22,1
Job,34,21,1
Job,31,6,1
Job,28,28,1
Job,28,12,1
Job,27,5,1
Job,19,26,1
Job,17,15,1
Job,42,13,1
Genesis,37,11,1
Genesis,37,10,1
Genesis,37,9,1
Genesis,37,8,1
Genesis,37,7,1
Genesis,37,6,1
Genesis,37,5,1
Genesis,37,4,1
Genesis,37,3,1
Genesis,37,1,1
Genesis,35,26,1
Genesis,35,25,1
Genesis,35,24,1
Genesis,35,23,1
Genesis,35,12,1
Genesis,32,30,1
Genesis,31,11,1
Genesis,28,22,1
Genesis,28,21,1
Genesis,28,20,1
Genesis,28,19,1
Genesis,28,18,1
Genesis,28,17,1
Genesis,28,16,1
Genesis,28,15,1
Genesis,28,13,1
Alma,11,33,1
Alma,11,32,1
Alma,10,23,1
Alma,10,22,1
Alma,10,7,1
Genesis,28,1,1
Genesis,27,45,1
Genesis,27,44,1
Genesis,27,43,1
Genesis,27,42,1
Genesis,27,41,1
Genesis,26,4,1
Genesis,22,19,1
Genesis,22,17,1
Genesis,22,16,1
Genesis,22,15,1
Alma,11,36,1
Alma,11,35,1
Genesis,35,11,1
Genesis,35,3,1
Genesis,32,31,1
Alma,9,20,1
Alma,9,19,1
Alma,9,13,1
Alma,8,32,1
Alma,8,31,1
Alma,8,30,1
Alma,8,29,1
Alma,8,28,1
Alma,8,27,1
Alma,8,26,1
John,2,2,1
John,2,1,1
Genesis,28,12,1
Genesis,28,11,1
Genesis,28,10,1
Genesis,28,2,1
Alma,9,26,1
Alma,9,23,1
Alma,9,22,1
Genesis,22,14,1
Genesis,22,13,1
Genesis,22,12,1
Genesis,22,10,1
Genesis,22,9,1
Genesis,22,6,1
Genesis,22,5,1
Genesis,22,4,1
Genesis,22,3,1
Genesis,22,2,1
Genesis,22,1,1
Genesis,18,25,1
Genesis,18,18,1
Alma,8,21,1
John,3,21,1
John,3,20,1
John,3,19,1
John,3,18,1
John,3,13,1
John,3,12,1
John,3,11,1
John,3,10,1
John,3,9,1
John,3,8,1
John,3,7,1
John,3,2,1
John,3,1,1
Alma,10,3,1
Alma,10,2,1
Alma,4,11,1
Alma,6,5,1
Alma,6,1,1
Alma,8,9,1
Alma,8,8,1
Alma,8,7,1
Alma,8,6,1
Alma,8,5,1
Alma,8,4,1
Alma,8,3,1
Alma,8,2,1
Alma,8,1,1
Alma,8,25,1
Alma,8,24,1
Alma,8,23,1
Alma,8,22,1
Genesis,13,7,1
Genesis,12,9,1
Genesis,12,8,1
Genesis,18,8,1
Genesis,18,7,1
Genesis,18,6,1
Genesis,18,5,1
Genesis,18,4,1
Genesis,18,3,1
Genesis,18,2,1
Genesis,18,1,1
Genesis,17,10,1
Genesis,15,6,1
Genesis,15,5,1
Genesis,15,4,1
Genesis,15,3,1
John,5,26,1
John,5,21,1
John,5,20,1
John,5,14,1
John,5,1,1
Alma,5,0,1
Alma,4,14,1
Alma,4,13,1
Alma,4,12,1
Genesis,15,2,1
Genesis,15,1,1
Genesis,13,18,1
Genesis,13,16,1
Genesis,13,12,1
Genesis,13,9,1
Genesis,13,8,1
John,5,36,1
John,5,32,1
Alma,4,10,1
Alma,4,9,1
Alma,4,7,1
Alma,4,5,1
Alma,3,4,1
Alma,3,3,1
Alma,3,2,1
Alma,3,1,1
Alma,2,38,1
Alma,2,37,1
Alma,2,36,1
Alma,2,35,1
Alma,2,34,1
John,5,28,1
Genesis,3,19,1
John,6,41,1
John,6,37,1
John,6,36,1
John,6,34,1
John,6,33,1
John,6,32,1
John,6,31,1
John,6,30,1
John,6,29,1
John,6,25,1
John,6,24,1
John,6,23,1
John,6,22,1
John,5,41,1
John,5,39,1
John,6,44,1
John,6,43,1
John,6,42,1
Genesis,12,7,1
Genesis,12,6,1
Genesis,12,5,1
Genesis,12,4,1
Genesis,5,24,1
Genesis,5,23,1
Genesis,5,22,1
Genesis,5,21,1
Genesis,5,20,1
Genesis,5,19,1
Genesis,5,18,1
Genesis,3,21,1
Genesis,3,20,1
Alma,2,29,1
Alma,2,28,1
Alma,2,27,1
Alma,2,26,1
Alma,2,25,1
Alma,2,24,1
Alma,2,23,1
Alma,2,22,1
Alma,2,21,1
Alma,2,13,1
Alma,2,12,1
Alma,2,11,1
John,6,59,1
John,6,47,1
John,6,46,1
John,6,45,1
John,7,49,1
John,7,48,1
John,7,47,1
John,7,37,1
John,7,24,1
John,7,15,1
John,6,71,1
John,6,70,1
John,6,65,1
John,6,64,1
John,6,62,1
John,6,61,1
Alma,2,33,1
Alma,2,32,1
Alma,2,31,1
Alma,2,30,1
Genesis,3,2,1
Alma,2,8,1
Alma,2,7,1
Alma,1,32,1
Alma,1,31,1
Alma,1,29,1
Alma,1,25,1
Alma,1,21,1
Acts,28,31,1
Acts,28,23,1
Acts,28,22,1
Acts,26,27,1
John,8,1,1
John,7,52,1
John,7,51,1
John,7,50,1
John,8,33,1
Alma,2,10,1
Alma,2,9,1
Genesis,3,15,1
Genesis,3,14,1
Genesis,3,13,1
Genesis,3,12,1
Genesis,3,11,1
Genesis,3,10,1
Genesis,3,9,1
Genesis,3,8,1
Genesis,3,7,1
Genesis,3,6,1
Genesis,3,5,1
Genesis,3,4,1
Genesis,3,3,1
John,9,15,1
John,9,14,1
John,9,13,1
John,9,12,1
John,9,10,1
John,9,9,1
John,9,8,1
John,8,44,1
John,8,42,1
John,8,41,1
John,8,40,1
John,8,39,1
John,8,38,1
John,8,37,1
John,8,35,1
John,8,34,1
John,9,31,1
John,9,30,1
John,9,29,1
John,9,28,1
John,9,27,1
John,9,26,1
John,9,25,1
John,9,24,1
John,9,23,1
John,9,22,1
John,9,21,1
John,9,20,1
John,9,19,1
John,9,18,1
John,9,17,1
John,9,16,1
Acts,22,14,1
Acts,22,4,1
Acts,20,35,1
Acts,20,28,1
Acts,19,9,1
John,10,9,1
John,9,41,1
John,9,40,1
John,9,39,1
John,9,38,1
John,9,37,1
John,9,36,1
John,9,35,1
John,9,34,1
John,9,33,1
John,9,32,1
Genesis,1,18,1
John,10,38,1
John,10,37,1
John,10,36,1
John,10,35,1
John,10,34,1
John,10,30,1
John,10,28,1
Acts,26,17,1
Acts,26,15,1
Acts,26,14,1
Acts,26,13,1
Acts,26,10,1
Acts,24,14,1
Acts,24,5,1
Acts,24,2,1
Acts,16,27,1
Acts,16,26,1
Acts,16,25,1
Genesis,3,1,1
Genesis,2,24,1
Genesis,2,18,1
Genesis,1,30,1
Genesis,1,29,1
Genesis,1,28,1
Genesis,1,25,1
Genesis,1,24,1
Genesis,1,23,1
Genesis,1,22,1
Genesis,1,21,1
Genesis,1,20,1
Genesis,1,19,1
Genesis,1,10,1
Genesis,1,9,1
Genesis,1,8,1
Genesis,1,7,1
Genesis,1,6,1
Genesis,1,5,1
Genesis,1,2,1
Acts,17,28,1
Acts,17,23,1
Acts,17,21,1
Acts,16,33,1
Acts,16,32,1
Acts,16,31,1
Acts,16,30,1
Acts,16,29,1
Acts,16,28,1
John,11,51,1
John,11,50,1
John,11,49,1
John,11,48,1
John,11,47,1
John,11,46,1
John,11,45,1
Acts,19,3,1
Acts,17,30,1
Genesis,1,17,1
Genesis,1,16,1
Genesis,1,15,1
Genesis,1,14,1
Genesis,1,13,1
Genesis,1,12,1
Genesis,1,11,1
John,12,10,1
John,12,9,1
John,12,8,1
John,12,7,1
John,12,6,1
John,12,5,1
John,12,4,1
John,12,3,1
John,12,2,1
John,12,1,1
John,11,57,1
John,11,56,1
John,11,55,1
John,11,54,1
John,11,53,1
John,11,52,1
Acts,12,11,1
Acts,12,10,1
Acts,12,9,1
Acts,12,8,1
Acts,12,7,1
Acts,12,6,1
Acts,12,5,1
Acts,11,26,1
John,12,22,1
John,12,20,1
John,12,19,1
John,12,18,1
John,12,17,1
John,12,16,1
John,12,15,1
John,12,11,1
John,12,34,1
John,12,31,1
John,12,30,1
John,12,29,1
John,12,28,1
John,12,27,1
John,12,24,1
John,12,23,1
Acts,16,24,1
Acts,15,11,1
Acts,15,10,1
Acts,15,9,1
Acts,15,8,1
Acts,15,7,1
Acts,15,6,1
Acts,13,52,1
Acts,11,3,1
John,12,50,1
John,12,49,1
John,12,48,1
John,12,47,1
John,12,45,1
John,12,44,1
John,12,43,1
John,12,42,1
John,12,41,1
John,12,40,1
John,12,39,1
John,12,38,1
John,12,37,1
John,12,36,1
John,12,35,1
Acts,11,9,1
Acts,11,8,1
Acts,11,7,1
Galatians,6,14,1
Galatians,6,7,1
Galatians,5,21,1
Galatians,5,19,1
Galatians,5,1,1
Galatians,3,26,1
Galatians,3,9,1
Galatians,3,2,1
Galatians,1,13,1
Alma,41,0,1
Acts,11,6,1
Acts,11,5,1
Acts,11,4,1
Ezekiel,47,8,1
Ezekiel,40,49,1
Ezekiel,40,48,1
Ezekiel,40,47,1
Ezekiel,40,46,1
Ezekiel,40,45,1
Ezekiel,40,44,1
Ezekiel,40,43,1
Ezekiel,40,42,1
Ezekiel,40,41,1
Acts,11,16,1
Acts,11,15,1
Acts,11,14,1
Acts,11,13,1
Acts,11,11,1
Acts,11,10,1
Ezekiel,40,25,1
Acts,10,23,1
Acts,10,22,1
Acts,10,21,1
Acts,10,20,1
Acts,10,19,1
John,14,14,1
John,14,12,1
John,14,8,1
John,14,5,1
Acts,11,2,1
Acts,11,1,1
Acts,10,37,1
Acts,10,36,1
Ezra,10,6,1
Ezekiel,47,9,1
John,14,28,1
Ezekiel,40,40,1
Ezekiel,40,39,1
Ezekiel,40,38,1
Ezekiel,40,37,1
Ezekiel,40,36,1
Ezekiel,40,35,1
Ezekiel,40,34,1
Ezekiel,40,33,1
Ezekiel,40,32,1
Ezekiel,40,31,1
Ezekiel,40,30,1
Ezekiel,40,29,1
Ezekiel,40,28,1
Ezekiel,40,27,1
Ezekiel,40,26,1
Ezekiel,40,22,1
Ezekiel,40,21,1
Ezekiel,40,20,1
Ezekiel,40,19,1
Ezekiel,40,18,1
Ezekiel,40,17,1
Ezekiel,40,16,1
Ezekiel,40,15,1
Ezekiel,40,14,1
Ezekiel,40,13,1
Ezekiel,40,12,1
Ezekiel,40,11,1
Ezekiel,40,10,1
Ezekiel,40,9,1
John,15,0,1
John,14,31,1
Acts,9,7,1
Acts,9,5,1
Acts,9,4,1
Acts,9,3,1
Acts,9,2,1
Acts,9,1,1
Acts,8,39,1
Acts,8,38,1
Acts,8,37,1
Acts,8,35,1
John,16,32,1
John,16,22,1
Acts,10,8,1
John,15,15,1
Ezekiel,40,24,1
Ezekiel,40,23,1
John,18,4,1
Acts,9,15,1
Acts,9,9,1
Ezekiel,40,8,1
Ezekiel,40,7,1
Ezekiel,40,6,1
Ezekiel,40,5,1
Ezekiel,40,4,1
Ezekiel,40,3,1
Ezekiel,40,2,1
Ezekiel,40,1,1
Ezekiel,37,25,1
Ezekiel,37,24,1
Ezekiel,37,23,1
Ezekiel,37,22,1
Acts,9,8,1
Ezekiel,36,34,1
Ezekiel,36,33,1
Ezekiel,34,31,1
Ezekiel,34,30,1
Ezekiel,34,29,1
Ezekiel,34,28,1
Ezekiel,34,27,1
Ezekiel,34,26,1
John,18,40,1
John,18,39,1
John,18,36,1
John,18,33,1
John,18,28,1
John,18,12,1
John,18,6,1
John,18,5,1
Acts,8,31,1
Acts,8,30,1
Acts,8,27,1
Acts,8,17,1
Acts,8,3,1
Acts,7,22,1
Acts,6,15,1
Acts,6,8,1
Acts,6,7,1
Acts,6,6,1
Acts,6,2,1
Acts,6,1,1
Acts,5,42,1
Ezekiel,37,11,1
Ezekiel,36,36,1
Ezekiel,36,35,1
Acts,4,31,1
Acts,4,22,1
John,19,42,1
John,19,40,1
John,19,39,1
John,19,38,1
John,19,37,1
John,19,36,1
John,19,35,1
John,19,34,1
John,19,33,1
John,19,32,1
John,19,31,1
John,19,15,1
John,19,14,1
John,19,6,1
Acts,5,18,1
Acts,5,14,1
Acts,4,35,1
Ezekiel,34,25,1
Ezekiel,34,24,1
Ezekiel,34,23,1
Ezekiel,34,22,1
Ezekiel,34,21,1
Ezekiel,34,20,1
Ezekiel,34,19,1
Ezekiel,34,18,1
Ezekiel,34,17,1
Ezekiel,34,15,1
Acts,4,34,1
Acts,4,33,1
Acts,4,32,1
Ezekiel,33,11,1
Ezekiel,33,9,1
Alma,43,49,1
Alma,43,48,1
Alma,43,47,1
Alma,43,45,1
Alma,43,33,1
John,20,24,1
John,20,23,1
John,20,22,1
John,20,20,1
Acts,5,39,1
Acts,5,38,1
Acts,5,34,1
Acts,5,32,1
Acts,5,30,1
John,21,22,1
John,21,21,1
John,21,18,1
Acts,4,19,1
Acts,4,11,1
Acts,4,9,1
Acts,4,8,1
Acts,4,2,1
John,20,30,1
John,20,28,1
John,20,26,1
Ezekiel,34,9,1
Ezekiel,34,8,1
Ezekiel,34,7,1
Ezekiel,34,1,1
Ezekiel,33,13,1
Jonah,1,14,1
Jonah,1,13,1
Jonah,1,12,1
Jonah,1,11,1
Jonah,1,10,1
Jonah,1,9,1
Jonah,1,8,1
Jonah,1,7,1
Jonah,1,6,1
Jonah,1,5,1
Jonah,1,4,1
Jonah,1,3,1
Jonah,1,2,1
Jonah,1,1,1
John,21,24,1
John,21,23,1
Alma,43,30,1
Alma,43,29,1
Ezekiel,33,6,1
Ezekiel,33,4,1
Ezekiel,33,3,1
Ezekiel,20,20,1
Ezekiel,20,12,1
Ezekiel,18,22,1
Ezekiel,18,21,1
Ezekiel,18,9,1
Ezekiel,18,8,1
Ezekiel,14,6,1
Ezekiel,11,20,1
Jonah,1,17,1
Jonah,1,16,1
Jonah,1,15,1
Ezekiel,3,4,1
Ezekiel,1,28,1
Ezekiel,1,27,1
Ezekiel,1,26,1
Ezekiel,1,25,1
Ezekiel,1,24,1
Ezekiel,1,23,1
Ezekiel,1,22,1
Ezekiel,1,21,1
Ezekiel,1,20,1
Ezekiel,1,19,1
Ezekiel,1,18,1
Ezekiel,1,17,1
Acts,3,12,1
Alma,43,32,1
Alma,43,31,1
Abraham,5,19,1
Abraham,5,18,1
Abraham,5,17,1
Abraham,5,16,1
Abraham,5,15,1
Abraham,5,14,1
Abraham,5,13,1
Abraham,5,12,1
Abraham,5,11,1
Joseph Smith—History,1,24,1
Joseph Smith—History,1,23,1
Joseph Smith—History,1,0,1
Jonah,4,2,1
Ezekiel,11,19,1
Ezekiel,3,27,1
Ezekiel,3,17,1
Ezekiel,1,2,1
Ezekiel,1,1,1
Abraham,5,10,1
Abraham,5,9,1
Abraham,5,8,1
Abraham,5,7,1
Abraham,5,6,1
Abraham,5,5,1
Abraham,5,4,1
Abraham,5,1,1
Acts,1,26,1
Acts,1,14,1
Acts,1,10,1
Acts,1,9,1
Abraham,5,21,1
Abraham,5,20,1
Joseph Smith—History,1,56,1
Joseph Smith—History,1,55,1
Ezekiel,1,16,1
Ezekiel,1,15,1
Ezekiel,1,14,1
Ezekiel,1,13,1
Ezekiel,1,12,1
Ezekiel,1,11,1
Ezekiel,1,10,1
Ezekiel,1,9,1
Ezekiel,1,8,1
Ezekiel,1,7,1
Ezekiel,1,6,1
Ezekiel,1,5,1
Ezekiel,1,4,1
Ezekiel,1,3,1
Exodus,39,30,1
Exodus,38,21,1
Exodus,34,28,1
Exodus,34,7,1
Exodus,34,5,1
Exodus,32,35,1
Exodus,32,34,1
Exodus,32,33,1
Exodus,32,32,1
Exodus,32,31,1
Exodus,32,30,1
Exodus,32,29,1
Exodus,32,28,1
Exodus,32,27,1
Joseph Smith—History,1,58,1
Joseph Smith—History,1,57,1
Joseph Smith—Matthew,1,8,1
Joseph Smith—Matthew,1,6,1
Joseph Smith—Matthew,1,5,1
Joseph Smith—History,1,82,1
Joseph Smith—History,1,81,1
Joseph Smith—History,1,80,1
Joseph Smith—History,1,79,1
Joseph Smith—History,1,78,1
Joseph Smith—History,1,77,1
Joseph Smith—History,1,67,1
Joseph Smith—History,1,66,1
Joseph Smith—History,1,65,1
